Territorio,CEDI,Subcanal,Tamaño Industria,Codigo Cliente,Ventas Promedio,Espacio Total m2,Racks Actuales,Deuda
Noreste,3301,Abarrotes,PEQUEÑO,500381393,466.58,0,4,92
Noreste,3301,Abarrotes,MEDIANO,500381422,370.64,30.5,5,18
Noreste,3301,Abarrotes,MEDIANO,500381892,525.19,9.3,2,163
Noreste,3301,Abarrotes,MEDIANO,500376189,435.99,25.5,3,37
Noreste,3301,Abarrotes,GRANDE,500381280,790.66,5,3,190
Noreste,3304,Abarrotes,MEDIANO,500374517,420.97,0,5,100
Noreste,3301,Abarrotes,GRANDE,500377582,976.25,24.4,2,162
Noreste,3301,Abarrotes,MEDIANO,500380911,673.5,12.5,4,192
Noreste,3305,Abarrotes,MEDIANO,500383338,476.19,35.5,2,101
Noreste,3301,Abarrotes,GRANDE,500376704,834.32,25.8,3,176
Noreste,3301,Abarrotes,MEDIANO,500379745,660.36,25.8,2,49
Noreste,3301,Abarrotes,MEDIANO,500381084,747.01,40,4,133
Noreste,3301,Abarrotes,MEDIANO,500375796,531.35,8.4,3,199
Noreste,3301,Abarrotes,PEQUEÑO,500377501,161.67,25.9,3,139
Noreste,3304,Abarrotes,MEDIANO,500374802,327.51,12,2,93
Noreste,3301,Abarrotes,GRANDE,500377665,622.56,33.5,2,197
Noreste,3305,Abarrotes,GRANDE,500383258,1042.36,0,2,160
Noreste,3301,Abarrotes,GRANDE,510107079,858.08,0,0,83
Noreste,3301,Abarrotes,MEDIANO,500377250,481.97,26,2,182
Noreste,3307,Abarrotes,PEQUEÑO,510352342,84.84,0,0,126
Noreste,3304,Abarrotes,MEDIANO,500374804,616.91,33.5,5,133
Noreste,3301,Abarrotes,MEDIANO,500381304,848.31,0,2,51
Noreste,3304,Abarrotes,MEDIANO,500374786,595.35,0,2,114
Noreste,3301,Abarrotes,GRANDE,500380434,974.37,21.05,3,59
Noreste,3301,Abarrotes,GRANDE,500375103,819.75,20.1,4,178
Noreste,3301,Abarrotes,MEDIANO,500375636,535.13,25.5,4,47
Noreste,3301,Abarrotes,MEDIANO,500381380,571.88,33.5,2,146
Noreste,3301,Abarrotes,MEDIANO,500381828,665.68,24.6,3,102
Noreste,3301,Abarrotes,MEDIANO,500378783,456.48,12.5,3,30
Noreste,3301,Abarrotes,GRANDE,500381171,928.76,15,3,187
Noreste,3301,Abarrotes,GRANDE,500378847,712.43,36,3,137
Noreste,3306,Abarrotes,MEDIANO,510352470,946.78,16.8,0,95
Noreste,3301,Abarrotes,PEQUEÑO,500383162,287.56,25,2,23
Noreste,3305,Abarrotes,PEQUEÑO,500383440,333.13,30.4,2,50
Noreste,3301,Abarrotes,MEDIANO,500377869,543.61,32.1,2,197
Noreste,3301,Abarrotes,MEDIANO,500378894,705.9,36,1,109
Noreste,3301,Abarrotes,GRANDE,500381976,825.84,10,2,127
Noreste,3301,Abarrotes,MEDIANO,500381905,214.35,20.23,1,96
Noreste,3301,Abarrotes,PEQUEÑO,500383410,302.82,16.3,3,140
Noreste,3304,Abarrotes,PEQUEÑO,500374790,170.28,9.6,2,30
Noreste,3301,Abarrotes,MEDIANO,500378714,157.88,16.4,1,161
Noreste,3301,Abarrotes,MEDIANO,500381110,892.85,27.8,3,172
Noreste,3304,Abarrotes,PEQUEÑO,500374833,339.59,12.4,2,41
Noreste,3301,Abarrotes,PEQUEÑO,500378812,257.53,25.5,3,198
Noreste,3301,Abarrotes,PEQUEÑO,500380949,485.05,29.6,3,156
Noreste,3301,Abarrotes,MEDIANO,500375477,436.91,4.2,4,112
Noreste,3301,Abarrotes,GRANDE,500380014,584.53,30.2,3,153
Noreste,3301,Abarrotes,GRANDE,500381240,712.48,36.4,3,182
Noreste,3301,Abarrotes,GRANDE,500378893,352.92,38.4,2,150
Noreste,3301,Abarrotes,MEDIANO,500382295,862.57,12.2,2,160
Noreste,3306,Abarrotes,GRANDE,510352426,712.01,20.4,0,10
Noreste,3301,Abarrotes,PEQUEÑO,500376801,334.43,32.8,3,196
Noreste,3301,Abarrotes,PEQUEÑO,500375554,472.96,37,4,194
Noreste,3301,Abarrotes,PEQUEÑO,500375196,341.11,26.3,1,97
Noreste,3301,Abarrotes,MEDIANO,500383697,518.23,24,3,17
Noreste,3301,Abarrotes,MEDIANO,500375502,622.29,42.2,3,165
Noreste,3301,Abarrotes,MEDIANO,500376544,429.16,25.1,4,25
Noreste,3301,Abarrotes,GRANDE,500383654,245.09,35.3,3,112
Noreste,3301,Abarrotes,GRANDE,500379915,985.05,25.6,3,130
Noreste,3301,Abarrotes,GRANDE,500383993,1581.32,0,4,156
Noreste,3304,Abarrotes,MEDIANO,500374486,649.68,33.2,4,65
Noreste,3301,Abarrotes,MEDIANO,500376798,635.13,32.2,3,76
Noreste,3301,Abarrotes,PEQUEÑO,500377994,309.68,32.3,3,123
Noreste,3301,Abarrotes,MEDIANO,500381913,480.14,25.3,4,145
Noreste,3301,Abarrotes,PEQUEÑO,500377800,550.06,16.8,3,42
Noreste,3301,Abarrotes,MEDIANO,500379809,897.11,16.4,4,176
Noreste,3301,Abarrotes,GRANDE,500382637,489.91,20.5,1,114
Noreste,3304,Abarrotes,PEQUEÑO,500375162,376.78,6.4,3,108
Noreste,3301,Abarrotes,PEQUEÑO,500379364,431.29,14.5,2,38
Noreste,3301,Abarrotes,PEQUEÑO,500381897,107.07,25.1,3,130
Noreste,3301,Abarrotes,PEQUEÑO,510106774,291.43,6.4,0,63
Noreste,3301,Abarrotes,PEQUEÑO,500376525,246.41,8.4,2,105
Noreste,3301,Abarrotes,MEDIANO,500377650,676.3,12.4,2,148
Noreste,3301,Abarrotes,MEDIANO,500377987,538.67,24.1,2,176
Noreste,3301,Abarrotes,PEQUEÑO,500378184,362.52,0,2,190
Noreste,3301,Abarrotes,MEDIANO,500378822,533.34,33.6,3,145
Noreste,3301,Abarrotes,GRANDE,500381800,672.11,16.7,3,180
Noreste,3305,Abarrotes,MEDIANO,500386678,176.81,36.8,1,157
Noreste,3301,Abarrotes,PEQUEÑO,500379121,297.5,50,2,165
Noreste,3301,Abarrotes,MEDIANO,500379939,1261.45,20.6,5,95
Noreste,3301,Abarrotes,PEQUEÑO,500379102,210.41,26.7,2,39
Noreste,3301,Abarrotes,GRANDE,500383322,1287.13,36,4,111
Noreste,3304,Abarrotes,GRANDE,510351561,558.51,0,0,107
Noreste,3301,Abarrotes,MEDIANO,500381111,652.76,32.4,4,79
Noreste,3301,Abarrotes,PEQUEÑO,500381848,412.06,15.4,3,83
Noreste,3301,Abarrotes,PEQUEÑO,500382638,637.85,20.5,2,109
Noreste,3305,Abarrotes,PEQUEÑO,500375037,202.87,35.1,3,19
Noreste,3304,Abarrotes,MEDIANO,500374530,570.45,20.1,5,197
Noreste,3301,Abarrotes,PEQUEÑO,500378769,243.19,12.2,2,57
Noreste,3301,Abarrotes,GRANDE,500382362,564.93,30.5,2,159
Noreste,3305,Abarrotes,GRANDE,500383345,954.04,42.3,3,33
Noreste,3301,Abarrotes,GRANDE,500377895,851.97,36,2,182
Noreste,3306,Abarrotes,PEQUEÑO,510352392,215.8,12,0,99
Noreste,3304,Abarrotes,PEQUEÑO,500374436,631.69,15.4,2,82
Noreste,3301,Abarrotes,MEDIANO,500378795,322.47,33.2,3,190
Noreste,3304,Abarrotes,MEDIANO,500374819,341.01,0,2,154
Noreste,3301,Abarrotes,PEQUEÑO,500376557,278.89,10.5,1,17
Noreste,3301,Abarrotes,PEQUEÑO,500383685,465.25,32.1,3,31
Noreste,3301,Abarrotes,PEQUEÑO,500379229,327.61,NA,1,151
Noreste,3301,Abarrotes,MEDIANO,500381198,521.58,0,4,112
Noreste,3301,Abarrotes,PEQUEÑO,500382346,336.98,25.5,1,135
Noreste,3306,Abarrotes,GRANDE,500584791,608.03,25,1,109
Noreste,3304,Abarrotes,PEQUEÑO,500374841,306.23,12.1,5,142
Noreste,3301,Abarrotes,PEQUEÑO,500378138,431.32,12.4,3,156
Noreste,3301,Abarrotes,PEQUEÑO,500378882,546.3,20.4,2,51
Noreste,3301,Abarrotes,MEDIANO,500380801,458.54,33.5,3,149
Noreste,3301,Abarrotes,MEDIANO,500378442,661.83,12.4,2,133
Noreste,3307,Abarrotes,PEQUEÑO,500374953,304.28,6.4,1,146
Noreste,3301,Abarrotes,PEQUEÑO,500375202,284.48,21.9,3,180
Noreste,3301,Abarrotes,PEQUEÑO,500375880,341.84,30.1,3,115
Noreste,3301,Abarrotes,MEDIANO,500381618,613.34,30.1,4,172
Noreste,3301,Abarrotes,PEQUEÑO,500378975,357.08,9.8,3,50
Noreste,3301,Abarrotes,GRANDE,500381200,1074.52,0,3,38
Noreste,3301,Abarrotes,MEDIANO,500382565,327.98,11.3,2,169
Noreste,3301,Abarrotes,PEQUEÑO,500383212,366.13,25.4,3,52
Noreste,3301,Abarrotes,MEDIANO,500375601,423.06,20.4,4,122
Noreste,3301,Abarrotes,MEDIANO,500382298,388.8,16.8,3,198
Noreste,3301,Abarrotes,GRANDE,500383638,901.89,25.5,3,89
Noreste,3301,Abarrotes,PEQUEÑO,500375532,301.09,20.4,2,152
Noreste,3301,Abarrotes,PEQUEÑO,500378270,172.75,24,1,66
Noreste,3301,Abarrotes,GRANDE,500379528,639.15,38.9,5,82
Noreste,3301,Abarrotes,MEDIANO,500380880,578.66,30.4,4,124
Noreste,3301,Abarrotes,MEDIANO,500382240,244.99,32.1,2,172
Noreste,3301,Abarrotes,MEDIANO,500375467,331.63,40.1,1,24
Noreste,3306,Abarrotes,PEQUEÑO,510352439,344.67,14,0,162
Noreste,3304,Abarrotes,GRANDE,500374473,232.19,30.2,3,196
Noreste,3301,Abarrotes,MEDIANO,500383449,428.62,20.4,3,138
Noreste,3301,Abarrotes,MEDIANO,500384023,544.54,35.1,2,179
Noreste,3301,Abarrotes,MEDIANO,500376702,682.02,30.5,3,187
Noreste,3307,Abarrotes,PEQUEÑO,510352289,273.19,10,0,36
Noreste,3301,Abarrotes,MEDIANO,500375213,335.46,20.6,5,109
Noreste,3301,Abarrotes,GRANDE,500381339,468.01,40.2,2,147
Noreste,3301,Abarrotes,MEDIANO,500377358,261.72,37.2,2,143
Noreste,3301,Abarrotes,PEQUEÑO,500376025,146.04,0,4,152
Noreste,3301,Abarrotes,GRANDE,500380371,1093.03,26,5,21
Noreste,3306,Abarrotes,MEDIANO,510352110,507.48,36.5,0,134
Noreste,3301,Abarrotes,MEDIANO,500375783,867.99,20.5,2,98
Noreste,3301,Abarrotes,MEDIANO,500381558,335.77,30.5,4,83
Noreste,3305,Abarrotes,PEQUEÑO,500383928,205.24,0,2,183
Noreste,3306,Abarrotes,MEDIANO,510352461,155.5,12,0,123
Noreste,3304,Abarrotes,GRANDE,500374515,792.13,20.1,4,112
Noreste,3301,Abarrotes,GRANDE,500378163,979.5,39.6,3,192
Noreste,3301,Abarrotes,MEDIANO,500382040,460.04,25.1,2,72
Noreste,3301,Abarrotes,MEDIANO,500375251,370.27,20.5,2,189
Noreste,3301,Abarrotes,GRANDE,500381390,513.93,20.2,2,16
Noreste,3301,Abarrotes,PEQUEÑO,500381773,326.72,25.5,2,159
Noreste,3301,Abarrotes,PEQUEÑO,500386299,365.45,35.4,1,119
Noreste,3301,Abarrotes,MEDIANO,500380747,302.27,15.4,3,117
Noreste,3301,Abarrotes,PEQUEÑO,500381336,404.98,18.2,3,19
Noreste,3301,Abarrotes,GRANDE,500383979,710.54,16.4,3,29
Noreste,3301,Abarrotes,GRANDE,500378836,641.8,22.4,3,161
Noreste,3301,Abarrotes,PEQUEÑO,500378879,347.91,18.8,2,121
Noreste,3301,Abarrotes,PEQUEÑO,500379423,371.16,24.5,2,188
Noreste,3301,Abarrotes,GRANDE,500381695,715.61,36.1,4,94
Noreste,3306,Abarrotes,MEDIANO,510352380,498.6,9.6,0,183
Noreste,3301,Abarrotes,PEQUEÑO,500374578,128.98,36.9,1,143
Noreste,3301,Abarrotes,GRANDE,500380097,1050.27,12,4,27
Noreste,3301,Abarrotes,MEDIANO,500377460,561.75,29.5,1,142
Noreste,3305,Abarrotes,GRANDE,500383275,805.69,9,1,158
Noreste,3306,Abarrotes,MEDIANO,500586919,246.4,9.2,1,185
Noreste,3301,Abarrotes,MEDIANO,500375793,715.43,20.4,2,108
Noreste,3307,Abarrotes,PEQUEÑO,510352271,197.61,0,0,172
Noreste,3301,Abarrotes,GRANDE,500379293,890.91,34,3,92
Noreste,3301,Abarrotes,MEDIANO,500383585,468.57,35.1,3,90
Noreste,3304,Abarrotes,PEQUEÑO,500374419,250.1,16.4,3,135
Noreste,3301,Abarrotes,PEQUEÑO,500382122,308.83,0,2,68
Noreste,3304,Abarrotes,PEQUEÑO,500374514,315.24,35.1,2,117
Noreste,3301,Abarrotes,PEQUEÑO,500377754,341.64,15.5,3,198
Noreste,3301,Abarrotes,GRANDE,500381639,556.53,25.1,3,68
Noreste,3301,Abarrotes,PEQUEÑO,500377565,279.79,16.6,2,169
Noreste,3301,Abarrotes,PEQUEÑO,500386163,470.89,29.1,2,31
Noreste,3301,Abarrotes,GRANDE,500374607,1129.99,21.3,0,121
Noreste,3305,Abarrotes,MEDIANO,500375060,746.01,30.4,3,72
Noreste,3306,Abarrotes,MEDIANO,510352454,966.63,0,0,104
Noreste,3301,Abarrotes,GRANDE,500381305,1132.97,9.5,2,85
Noreste,3305,Abarrotes,PEQUEÑO,500382752,299.39,0,2,16
Noreste,3306,Abarrotes,GRANDE,510352498,508.87,0,0,66
Noreste,3304,Abarrotes,MEDIANO,500374807,358.46,20.5,3,185
Noreste,3301,Abarrotes,PEQUEÑO,500378478,349.82,35.1,2,161
Noreste,3301,Abarrotes,PEQUEÑO,500379382,499.44,48,0,101
Noreste,3301,Abarrotes,MEDIANO,500381856,619.69,16.8,4,43
Noreste,3301,Abarrotes,MEDIANO,500381622,713.39,25.6,3,93
Noreste,3301,Abarrotes,PEQUEÑO,500382375,553.91,20.5,2,15
Noreste,3301,Abarrotes,PEQUEÑO,500375527,296.71,8.4,3,158
Noreste,3301,Abarrotes,MEDIANO,500381378,903.1,37.4,4,113
Noreste,3301,Abarrotes,PEQUEÑO,500382084,392.56,20.2,5,165
Noreste,3301,Abarrotes,MEDIANO,500382603,581.34,41.6,2,46
Noreste,3301,Abarrotes,GRANDE,500384044,1427.33,36,2,15
Noreste,3301,Abarrotes,GRANDE,500375289,741.65,25.5,3,11
Noreste,3301,Abarrotes,GRANDE,500375805,591.65,0,4,186
Noreste,3301,Abarrotes,MEDIANO,500382598,258.19,24.6,2,144
Noreste,3301,Abarrotes,MEDIANO,500376881,529.6,25.7,2,155
Noreste,3301,Abarrotes,GRANDE,500379810,811.8,36.1,3,159
Noreste,3301,Abarrotes,MEDIANO,500381957,336.79,36,5,62
Noreste,3301,Abarrotes,MEDIANO,500375570,637.92,8.4,4,112
Noreste,3301,Abarrotes,GRANDE,500378120,1083.53,32.1,1,24
Noreste,3305,Abarrotes,GRANDE,500382863,1134.62,20,5,62
Noreste,3301,Abarrotes,PEQUEÑO,500375883,744.17,56.4,5,190
Noreste,3301,Abarrotes,GRANDE,500381873,583.38,30.1,5,36
Noreste,3306,Abarrotes,GRANDE,510352560,476.47,12,0,155
Noreste,3301,Abarrotes,MEDIANO,500375449,188.96,35.1,2,61
Noreste,3301,Abarrotes,MEDIANO,500375575,497.31,30.2,4,153
Noreste,3301,Abarrotes,MEDIANO,500376709,315.95,16.5,3,131
Noreste,3301,Abarrotes,MEDIANO,500378575,543.83,34.6,3,74
Noreste,3301,Abarrotes,GRANDE,500380431,1326.09,26,3,41
Noreste,3304,Abarrotes,PEQUEÑO,500374511,304.61,0,4,138
Noreste,3301,Abarrotes,MEDIANO,500382402,350.19,20.2,2,110
Noreste,3305,Abarrotes,GRANDE,510351600,1031.63,24.4,0,168
Noreste,3301,Abarrotes,PEQUEÑO,500377744,359.89,25.5,2,183
Noreste,3301,Abarrotes,PEQUEÑO,500376551,243.26,30.4,2,70
Noreste,3301,Abarrotes,GRANDE,500379016,808.27,30.4,2,119
Noreste,3307,Abarrotes,PEQUEÑO,510352241,417,8.4,0,193
Noreste,3301,Abarrotes,PEQUEÑO,500378980,454.63,20.4,2,39
Noreste,3301,Abarrotes,GRANDE,500379847,628.69,30.1,3,196
Noreste,3301,Abarrotes,GRANDE,500381085,964.36,38,3,30
Noreste,3301,Abarrotes,GRANDE,500381579,820.06,35.1,5,18
Noreste,3304,Abarrotes,MEDIANO,500374466,252.9,20.1,5,47
Noreste,3301,Abarrotes,GRANDE,500375580,432.22,25.4,4,37
Noreste,3301,Abarrotes,GRANDE,500378934,1062.15,35.2,2,46
Noreste,3301,Abarrotes,MEDIANO,500378969,796.18,35.1,2,188
Noreste,3301,Abarrotes,GRANDE,500379497,833.67,30.8,5,46
Noreste,3301,Abarrotes,MEDIANO,500376662,416.46,16.5,3,78
Noreste,3301,Abarrotes,GRANDE,500379482,813.23,0,2,90
Noreste,3301,Abarrotes,MEDIANO,500378688,354.29,25.9,3,31
Noreste,3301,Abarrotes,GRANDE,500379352,1294.63,20.8,4,194
Noreste,3301,Abarrotes,PEQUEÑO,500381126,410.59,30.6,4,187
Noreste,3301,Abarrotes,PEQUEÑO,500381628,331.72,25.1,1,51
Noreste,3301,Abarrotes,PEQUEÑO,500375498,242.26,31.8,2,75
Noreste,3301,Abarrotes,MEDIANO,500375870,487.04,24.6,3,45
Noreste,3301,Abarrotes,MEDIANO,500377452,456.53,31,3,118
Noreste,3301,Abarrotes,GRANDE,500380914,726.34,30,1,108
Noreste,3301,Abarrotes,PEQUEÑO,500386373,363.42,20.8,2,137
Noreste,3304,Abarrotes,PEQUEÑO,500374534,206.74,15.4,2,57
Noreste,3301,Abarrotes,GRANDE,500379740,709.58,12.6,3,182
Noreste,3301,Abarrotes,PEQUEÑO,500381999,307.75,35.5,3,143
Noreste,3301,Abarrotes,MEDIANO,500376835,593.57,0,2,176
Noreste,3304,Abarrotes,GRANDE,510351496,537.15,20.5,0,176
Noreste,3307,Abarrotes,PEQUEÑO,510352255,191.94,0,0,126
Noreste,3301,Abarrotes,PEQUEÑO,500376992,268.92,31.9,2,137
Noreste,3301,Abarrotes,MEDIANO,500381216,690.74,25.1,3,60
Noreste,3301,Abarrotes,MEDIANO,500376106,279.77,81.8,2,177
Noreste,3301,Abarrotes,MEDIANO,500377919,542.15,19.3,3,84
Noreste,3301,Abarrotes,MEDIANO,500377936,753.57,39.2,3,35
Noreste,3301,Abarrotes,MEDIANO,500378915,295.17,25.4,3,65
Noreste,3301,Abarrotes,GRANDE,500380445,604.76,25.5,2,46
Noreste,3301,Abarrotes,PEQUEÑO,500381401,260.33,17,3,177
Noreste,3305,Abarrotes,PEQUEÑO,500382992,359.65,27.1,3,152
Noreste,3301,Abarrotes,MEDIANO,500379246,457.05,33,3,180
Noreste,3301,Abarrotes,GRANDE,500380969,690.85,33.6,3,175
Noreste,3301,Abarrotes,MEDIANO,510482620,444.87,18.2,0,196
Noreste,3301,Abarrotes,GRANDE,500378433,711.55,35.5,2,77
Noreste,3301,Abarrotes,MEDIANO,500381403,416.84,34.1,3,54
Noreste,3301,Abarrotes,MEDIANO,500381943,400.84,0,4,81
Noreste,3301,Abarrotes,GRANDE,500383769,1054.57,35.1,3,141
Noreste,3301,Abarrotes,GRANDE,500375466,593.14,39.2,4,11
Noreste,3301,Abarrotes,PEQUEÑO,500377752,437.86,20.5,3,168
Noreste,3301,Abarrotes,MEDIANO,500378044,717.09,20.5,3,41
Noreste,3301,Abarrotes,MEDIANO,500375764,664.47,35.3,5,143
Noreste,3301,Abarrotes,PEQUEÑO,500376747,422.86,17.5,2,166
Noreste,3301,Abarrotes,PEQUEÑO,500379126,302.1,15.3,3,179
Noreste,3304,Abarrotes,PEQUEÑO,500374788,296.68,0,4,117
Noreste,3301,Abarrotes,MEDIANO,500376553,404.64,10,4,15
Noreste,3301,Abarrotes,GRANDE,500378994,595.82,30.5,2,96
Noreste,3301,Abarrotes,GRANDE,500379992,616.09,25.8,4,119
Noreste,3301,Abarrotes,MEDIANO,500380458,317.56,NA,1,37
Noreste,3301,Abarrotes,GRANDE,500383464,1176.91,26,3,57
Noreste,3301,Abarrotes,GRANDE,500380035,1080.31,16.4,3,134
Noreste,3301,Abarrotes,GRANDE,500380282,822.84,29.3,4,12
Noreste,3301,Abarrotes,PEQUEÑO,500375889,305.34,20.1,3,151
Noreste,3301,Abarrotes,PEQUEÑO,500377487,327.31,24.1,2,28
Noreste,3301,Abarrotes,MEDIANO,500378875,704.35,25.8,2,22
Noreste,3305,Abarrotes,GRANDE,500375225,797.51,24.1,4,188
Noreste,3301,Abarrotes,MEDIANO,500377166,504.22,44,2,195
Noreste,3301,Abarrotes,GRANDE,500379730,1010.5,32.1,0,65
Noreste,3307,Abarrotes,GRANDE,500375020,1311.97,40,2,82
Noreste,3301,Abarrotes,MEDIANO,500383814,238.41,35.1,3,71
Noreste,3306,Abarrotes,PEQUEÑO,510352425,294.58,20.4,0,200
Noreste,3301,Abarrotes,PEQUEÑO,500376211,397.9,22.1,3,86
Noreste,3301,Abarrotes,PEQUEÑO,500381527,401.77,6.5,2,35
Noreste,3304,Abarrotes,MEDIANO,500374803,604.8,20.5,5,116
Noreste,3301,Abarrotes,MEDIANO,500378859,522.41,18.5,2,66
Noreste,3301,Abarrotes,MEDIANO,500379394,704.38,24.2,3,102
Noreste,3301,Abarrotes,MEDIANO,500380974,389.38,16.4,4,79
Noreste,3304,Abarrotes,GRANDE,500374533,138.37,40.5,2,38
Noreste,3301,Abarrotes,GRANDE,500375278,653.84,36.5,3,140
Noreste,3301,Abarrotes,GRANDE,500378330,852.88,36.6,3,140
Noreste,3305,Abarrotes,PEQUEÑO,500375039,354.85,28.1,3,91
Noreste,3301,Abarrotes,GRANDE,500379551,892.36,36.2,5,39
Noreste,3306,Abarrotes,MEDIANO,510352153,104.42,25,0,76
Noreste,3305,Abarrotes,PEQUEÑO,500383932,347.73,25.5,3,142
Noreste,3301,Abarrotes,PEQUEÑO,500378961,400.39,9.8,1,21
Noreste,3301,Abarrotes,PEQUEÑO,500376607,225.76,18.4,3,77
Noreste,3301,Abarrotes,PEQUEÑO,500377449,464.03,36,3,72
Noreste,3301,Abarrotes,MEDIANO,500379530,306.18,25.4,3,189
Noreste,3301,Abarrotes,MEDIANO,500381203,458.4,0,5,162
Noreste,3306,Abarrotes,PEQUEÑO,510352418,294.47,6.5,0,54
Noreste,3301,Abarrotes,MEDIANO,500378049,871.88,20.2,3,61
Noreste,3301,Abarrotes,PEQUEÑO,500386372,382.52,41.2,2,40
Noreste,3307,Abarrotes,MEDIANO,510352356,155.12,0,0,152
Noreste,3301,Abarrotes,PEQUEÑO,500378713,422.71,24.6,3,109
Noreste,3301,Abarrotes,GRANDE,500410222,904.65,30,4,184
Noreste,3301,Abarrotes,PEQUEÑO,500379083,235.04,0,2,130
Noreste,3301,Abarrotes,PEQUEÑO,500378902,349.67,26.9,2,169
Noreste,3304,Abarrotes,PEQUEÑO,500374843,393.24,0,3,144
Noreste,3304,Abarrotes,PEQUEÑO,500374871,216.64,14.6,3,115
Noreste,3301,Abarrotes,GRANDE,500379981,1255.14,25.5,5,200
Noreste,3301,Abarrotes,GRANDE,500380302,984.61,25.5,5,122
Noreste,3305,Abarrotes,GRANDE,500383385,1046.73,36.5,5,98
Pacifico,3950,Abarrotes,PEQUEÑO,500091002,104.58,20,1,123
Pacifico,3950,Abarrotes,MEDIANO,500093093,628.97,30,2,80
Pacifico,3950,Abarrotes,GRANDE,500095510,765.32,0,2,71
Pacifico,3950,Abarrotes,MEDIANO,510512530,603,NA,0,81
Pacifico,3950,Abarrotes,MEDIANO,500091560,574.73,45,3,136
Pacifico,3950,Abarrotes,MEDIANO,500093934,614.71,12,3,42
Pacifico,3950,Abarrotes,PEQUEÑO,500146736,287.42,0,1,50
Pacifico,3950,Abarrotes,PEQUEÑO,500095459,130.19,56,1,53
Pacifico,3950,Abarrotes,MEDIANO,500090206,836.39,12,1,117
Pacifico,3950,Abarrotes,PEQUEÑO,500090448,294.41,0,3,182
Pacifico,3950,Abarrotes,PEQUEÑO,500094680,236.23,36,3,69
Pacifico,3950,Abarrotes,MEDIANO,500091449,395.18,16,3,88
Pacifico,3950,Abarrotes,PEQUEÑO,500094595,287.43,12,1,113
Pacifico,3950,Abarrotes,MEDIANO,500095415,280.65,30,2,69
Pacifico,3950,Abarrotes,MEDIANO,500095112,325.39,42,4,83
Pacifico,3950,Abarrotes,MEDIANO,500096220,425.09,0,3,60
Pacifico,3950,Abarrotes,PEQUEÑO,500409063,88.03,0,1,175
Pacifico,3950,Abarrotes,MEDIANO,500094581,442,42,2,118
Pacifico,3951,Abarrotes,PEQUEÑO,500608812,106.5,30,1,145
Pacifico,3950,Abarrotes,PEQUEÑO,500095688,50.72,0,1,184
Pacifico,3950,Abarrotes,MEDIANO,500093476,260.89,28,2,92
Pacifico,3951,Abarrotes,GRANDE,500090008,518.62,20,3,115
Pacifico,3950,Abarrotes,PEQUEÑO,500092709,169.38,30,1,159
Pacifico,3950,Abarrotes,PEQUEÑO,500092911,197.49,24,2,123
Pacifico,3950,Abarrotes,PEQUEÑO,500095600,206.56,0,1,176
Pacifico,3952,Abarrotes,MEDIANO,500090240,283.27,35,3,118
Pacifico,3950,Abarrotes,MEDIANO,500201410,371.03,40,3,199
Pacifico,3951,Abarrotes,PEQUEÑO,500583497,74.5,25,1,194
Pacifico,3950,Abarrotes,PEQUEÑO,500090726,316.66,16,3,58
Pacifico,3950,Abarrotes,PEQUEÑO,500090406,277.67,20,3,86
Pacifico,3950,Abarrotes,MEDIANO,500095231,576.41,60,4,36
Pacifico,3950,Abarrotes,MEDIANO,500204004,181.55,49,2,16
Pacifico,3950,Abarrotes,MEDIANO,500407817,603.77,60,0,62
Pacifico,3951,Abarrotes,MEDIANO,500090193,374.65,45,1,36
Pacifico,3950,Abarrotes,MEDIANO,500089957,366.52,32,3,173
Pacifico,3950,Abarrotes,PEQUEÑO,500095465,206.09,30,3,115
Pacifico,3950,Abarrotes,PEQUEÑO,500147253,150.67,35,1,65
Pacifico,3950,Abarrotes,MEDIANO,500089943,113.18,50,1,75
Pacifico,3950,Abarrotes,PEQUEÑO,500095660,237.03,30,4,46
Pacifico,3950,Abarrotes,PEQUEÑO,500090668,190.64,30,3,30
Pacifico,3950,Abarrotes,MEDIANO,500091096,385.63,20,2,135
Pacifico,3950,Abarrotes,MEDIANO,500091552,670.27,0,3,123
Pacifico,3950,Abarrotes,PEQUEÑO,500092619,381.8,25,3,194
Pacifico,3950,Abarrotes,PEQUEÑO,510369620,67.81,36,0,89
Pacifico,3950,Abarrotes,PEQUEÑO,500406062,140.69,25,0,97
Pacifico,3950,Abarrotes,PEQUEÑO,500095105,246.2,20,2,161
Pacifico,3950,Abarrotes,PEQUEÑO,500147048,187.77,40,1,189
Pacifico,3950,Abarrotes,PEQUEÑO,500095246,185.99,0,2,61
Pacifico,3951,Abarrotes,MEDIANO,500089889,264.72,20,2,32
Pacifico,3950,Abarrotes,MEDIANO,500095213,337.17,35,2,142
Pacifico,3952,Abarrotes,PEQUEÑO,510374521,210.92,32,0,126
Pacifico,3950,Abarrotes,MEDIANO,500089863,529.71,25,3,66
Pacifico,3950,Abarrotes,MEDIANO,500095664,888.25,9,3,92
Pacifico,3953,Abarrotes,PEQUEÑO,510374931,216.4,0,0,181
Pacifico,3950,Abarrotes,PEQUEÑO,500094664,125.57,40,1,49
Pacifico,3950,Abarrotes,PEQUEÑO,500095047,367.58,20,2,192
Pacifico,3951,Abarrotes,PEQUEÑO,500090055,77.01,49,1,156
Pacifico,3950,Abarrotes,PEQUEÑO,500095667,448.96,16,2,31
